ID,地区统一编码,产品名称,煤种编码,品种编码,煤炭用途编码,灰份,挥发分,硫份,发热量,粘结指数,水份,粒度,胶质层厚度,哈氏可磨指数,奥亚膨胀度,价格单位,数据周期编码,数据来源编码,数据时间,低位价格,高位价格
1789169,滕州市,烟煤,一般烟煤,原煤,动力煤,"[15,15)","[36,36)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,485.00,500.00
1789412,黄陵县,动力煤,一般烟煤,原煤,动力煤,"[26,32)","[32,32)","[0.5,0.5)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,310.00,320.00
1789842,张家口市,烟煤,一般烟煤,原煤,动力煤,"[23,25)","[16.4,16.4)","[0.8,0.8)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,305.00,320.00
1789859,重庆市,电煤,一般烟煤,原煤,动力煤,"[30,30)","[30,30)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,340.00,355.00
1789867,巫山县,无烟煤,无烟煤,原煤,化工用煤,"[20,20)","[7,7)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,420.00,430.00
1790789,离石区,焦煤,焦煤,原煤,炼焦煤,"[16,20)","[18,21)","[0.5,0.7)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,335.00,355.00
1790791,霍州市,肥煤,肥煤,原煤,炼焦煤,"[17,21)","[28,32)","[1.2,1.4)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,310.00,330.00
1790792,翼城县,贫煤,贫煤,原煤,动力煤,"[15,23)","[11,14)","[0.8,1)","[6000,6000)","[3,5)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,350.00,370.00
1790793,洪洞县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[17,17)","[30,30)","[0.5,0.5)",,"[70,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,325.00,340.00
1790794,洪洞县,肥煤,肥煤,原煤,炼焦煤,"[14,18)","[29,33)","[1,1.2)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,320.00,345.00
1790797,蒲县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,20)","[34,36)","[0.6,0.6)",,"[75,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,330.00,350.00
1790798,蒲县,肥煤,肥煤,原煤,炼焦煤,"[15,19)","[27,36)","[0.5,0.5)",,"[90,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,320.00,350.00
1790802,河津市,瘦煤,瘦煤,原煤,炼焦煤,"[12,12)","[17,17)","[0.8,0.8)",,"[50,60)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,680.00,685.00
1790803,平陆县,瘦煤,瘦煤,原煤,炼焦煤,"[26,26)","[18,18)","[1.8,2)","[4600,4600)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,345.00,370.00
1790992,盂县,贫煤,贫煤,原煤,动力煤,"[20,23)","[11,13)","[0.5,0.7)","[5800,5800)","[10,10)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,360.00,380.00
1790993,平定县,贫煤,贫煤,原煤,动力煤,"[18,20)","[10,13)","[1,1)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,350.00,360.00
1790995,潞城市,贫煤,贫煤,原煤,动力煤,"[17,17)","[14,14)","[2,2)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,340.00,350.00
1790996,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[23,23)","[16.92,16.92)","[0.3,0.3)","[5300,5800)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,365.00,385.00
1790997,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[17,17)","[11,14)","[2,2)","[5800,5800)","[38,38)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,350.00,370.00
1790998,屯留县,贫瘦煤,贫瘦煤,原煤,动力煤,"[14,18)","[14,17)","[0.35,0.35)","[5500,6000)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,355.00,375.00
1790999,长治郊区,瘦煤,瘦煤,原煤,炼焦煤,"[22,22)","[16,16)","[0.3,0.3)","[5500,5500)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,360.00,390.00
1791000,襄垣县,瘦煤,瘦煤,原煤,炼焦煤,"[18,20)","[13,18)","[0.6,0.6)","[5800,5800)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,365.00,390.00
1791001,沁源县,焦煤,焦煤,原煤,炼焦煤,"[21,23)","[17,19)","[0.5,0.5)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,415.00,435.00
1791002,沁源县,瘦煤,瘦煤,原煤,炼焦煤,"[15,15)","[16,16)","[0.49,0.49)","[6500,7000)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,360.00,370.00
1791006,阳城县,无烟煤,无烟煤,原煤,化工用煤,"[15,20)","[7,10)","[0.6,0.6)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,460.00,475.00
1791009,高平市,无烟煤,无烟煤,原煤,化工用煤,"[11,17)","[8,10)","[0.5,0.5)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,460.00,480.00
1791160,张家口市,烟煤,一般烟煤,原煤,动力煤,"[23,25)","[16.4,16.4)","[0.8,0.8)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,305.00,320.00
1791609,乌鲁木齐市,长焰煤,长焰煤,原煤,动力煤,"[18,20)","[44.8,44.8)","[0.8,0.8)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,165.00,180.00
1791618,昭通市,电煤,一般烟煤,原煤,动力煤,"[21,21)","[28,28)","[1.8,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,485.00,495.00
1791622,重庆市,电煤,一般烟煤,原煤,动力煤,"[30,30)","[30,30)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,345.00,360.00
1791630,巫山县,无烟煤,无烟煤,原煤,化工用煤,"[20,20)","[7,7)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,420.00,430.00
1791632,盂县,贫煤,贫煤,原煤,动力煤,"[20,23)","[11,13)","[0.5,0.7)","[5800,5800)","[10,10)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,360.00,380.00
1791633,平定县,贫煤,贫煤,原煤,动力煤,"[18,20)","[10,13)","[1,1)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,350.00,360.00
1791635,潞城市,贫煤,贫煤,原煤,动力煤,"[17,17)","[14,14)","[2,2)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,360.00,375.00
1791636,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[23,23)","[16.92,16.92)","[0.3,0.3)","[5300,5800)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,365.00,385.00
1791637,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[17,17)","[11,14)","[2,2)","[5800,5800)","[38,38)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,350.00,370.00
1791638,屯留县,贫瘦煤,贫瘦煤,原煤,动力煤,"[14,18)","[14,17)","[0.35,0.35)","[5500,6000)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,355.00,375.00
1791639,长治郊区,瘦煤,瘦煤,原煤,炼焦煤,"[22,22)","[16,16)","[0.3,0.3)","[5500,5500)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,360.00,390.00
1791640,襄垣县,瘦煤,瘦煤,原煤,炼焦煤,"[18,20)","[13,18)","[0.6,0.6)","[5800,5800)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,365.00,390.00
1791641,沁源县,焦煤,焦煤,原煤,炼焦煤,"[21,23)","[17,19)","[0.5,0.5)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,415.00,435.00
1791642,沁源县,瘦煤,瘦煤,原煤,炼焦煤,"[15,15)","[16,16)","[0.49,0.49)","[6500,7000)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,360.00,370.00
1791646,阳城县,无烟煤,无烟煤,原煤,化工用煤,"[15,20)","[7,10)","[0.6,0.6)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,460.00,475.00
1791791,东胜区,原煤,一般烟煤,原煤,动力煤,"[20,20)","[33,36)","[0.5,0.8)","[5200,5200)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,175.00,190.00
1791799,洪洞县,肥煤,肥煤,原煤,炼焦煤,"[14,18)","[29,33)","[1,1.2)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,320.00,345.00
1791802,蒲县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,20)","[34,36)","[0.6,0.6)",,"[75,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,330.00,350.00
1791803,蒲县,肥煤,肥煤,原煤,炼焦煤,"[15,19)","[27,36)","[0.5,0.5)",,"[90,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,320.00,350.00
1791807,河津市,瘦煤,瘦煤,原煤,炼焦煤,"[12,12)","[17,17)","[0.8,0.8)",,"[50,60)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,680.00,685.00
1791808,平陆县,瘦煤,瘦煤,原煤,炼焦煤,"[26,26)","[18,18)","[1.8,2)","[4600,4600)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,345.00,370.00
1791812,盂县,贫煤,贫煤,原煤,动力煤,"[20,23)","[11,13)","[0.5,0.7)","[5800,5800)","[10,10)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,370.00,390.00
1791813,平定县,贫煤,贫煤,原煤,动力煤,"[18,20)","[10,13)","[1,1)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,360.00,380.00
1791815,潞城市,贫煤,贫煤,原煤,动力煤,"[17,17)","[14,14)","[2,2)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,360.00,375.00
1791816,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[23,23)","[16.92,16.92)","[0.3,0.3)","[5300,5800)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,365.00,385.00
1791817,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[17,17)","[11,14)","[2,2)","[5800,5800)","[38,38)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,350.00,370.00
1791818,屯留县,贫瘦煤,贫瘦煤,原煤,动力煤,"[14,18)","[14,17)","[0.35,0.35)","[5500,6000)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,355.00,375.00
1791819,长治郊区,瘦煤,瘦煤,原煤,炼焦煤,"[22,22)","[16,16)","[0.3,0.3)","[5500,5500)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,360.00,390.00
1791820,襄垣县,瘦煤,瘦煤,原煤,炼焦煤,"[18,20)","[13,18)","[0.6,0.6)","[5800,5800)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,365.00,390.00
1791821,沁源县,焦煤,焦煤,原煤,炼焦煤,"[21,23)","[17,19)","[0.5,0.5)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,415.00,435.00
1791822,沁源县,瘦煤,瘦煤,原煤,炼焦煤,"[15,15)","[16,16)","[0.49,0.49)","[6500,7000)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,360.00,370.00
1791826,阳城县,无烟煤,无烟煤,原煤,化工用煤,"[15,20)","[7,10)","[0.6,0.6)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,460.00,475.00
1791829,高平市,无烟煤,无烟煤,原煤,化工用煤,"[11,17)","[8,10)","[0.5,0.5)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,460.00,480.00
1791986,娄底市,烟煤,一般烟煤,原煤,动力煤,"[22,22)","[15,17)","[2,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,440.00,470.00
1792007,霍林郭勒市,褐煤,褐煤,原煤,动力煤,"[25,25)","[44,46)","[0.3,0.5)","[3500,3500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,130.00,140.00
1792421,霍林郭勒市,褐煤,褐煤,原煤,动力煤,"[25,25)","[44,46)","[0.3,0.5)","[3500,3500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,120.00,130.00
1792431,东胜区,原煤,一般烟煤,原煤,动力煤,"[20,20)","[33,36)","[0.5,0.8)","[5200,5200)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,175.00,190.00
1792438,海拉尔区,褐煤,褐煤,原煤,动力煤,"[17,17)","[46,46)","[0.6,0.6)","[4200,4700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,135.00,155.00
1792601,霍林郭勒市,褐煤,褐煤,原煤,动力煤,"[25,25)","[44,46)","[0.3,0.5)","[3500,3500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,120.00,130.00
1792611,东胜区,原煤,一般烟煤,原煤,动力煤,"[20,20)","[33,36)","[0.5,0.8)","[5200,5200)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,175.00,190.00
1792618,海拉尔区,褐煤,褐煤,原煤,动力煤,"[17,17)","[46,46)","[0.6,0.6)","[4200,4700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,135.00,155.00
1792623,海拉尔区,褐煤,褐煤,原煤,动力煤,"[17,17)","[46,46)","[0.6,0.6)","[4200,4700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,135.00,155.00
1792643,滕州市,烟煤,一般烟煤,原煤,动力煤,"[15,15)","[36,36)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,485.00,500.00
1792744,榆次区,贫煤,贫煤,原煤,动力煤,"[20,20)","[13,13)","[1.2,1.2)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,325.00,340.00
1792745,柳林县,4号焦煤,焦煤,原煤,炼焦煤,"[15,18)","[19,21)","[0.4,0.6)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,465.00,485.00
1792747,孝义市,焦煤,焦煤,原煤,炼焦煤,"[23,30)","[17,19)","[1.5,1.5)",,"[80,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,385.00,405.00
1792748,孝义市,焦煤,焦煤,原煤,炼焦煤,"[16,23)","[24,24)","[0.8,0.8)",,"[60,60)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,330.00,350.00
1792749,兴县,气煤,气煤,原煤,炼焦煤,"[20,28)","[35,40)","[0.6,0.6)",,"[75,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,255.00,275.00
1792750,离石区,焦煤,焦煤,原煤,炼焦煤,"[16,20)","[18,21)","[0.5,0.7)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,335.00,355.00
1792752,霍州市,肥煤,肥煤,原煤,炼焦煤,"[17,21)","[28,32)","[1.2,1.4)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,310.00,330.00
1792753,翼城县,贫煤,贫煤,原煤,动力煤,"[15,23)","[11,14)","[0.8,1)","[6000,6000)","[3,5)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,350.00,370.00
1792754,洪洞县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[17,17)","[30,30)","[0.5,0.5)",,"[70,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,325.00,340.00
1792755,洪洞县,肥煤,肥煤,原煤,炼焦煤,"[14,18)","[29,33)","[1,1.2)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,320.00,345.00
1792758,蒲县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,20)","[34,36)","[0.6,0.6)",,"[75,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,330.00,350.00
1792759,蒲县,肥煤,肥煤,原煤,炼焦煤,"[15,19)","[27,36)","[0.5,0.5)",,"[90,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,320.00,350.00
1792763,河津市,瘦煤,瘦煤,原煤,炼焦煤,"[12,12)","[17,17)","[0.8,0.8)",,"[50,60)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,680.00,685.00
1792764,平陆县,瘦煤,瘦煤,原煤,炼焦煤,"[26,26)","[18,18)","[1.8,2)","[4600,4600)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,345.00,370.00
1792768,盂县,贫煤,贫煤,原煤,动力煤,"[20,23)","[11,13)","[0.5,0.7)","[5800,5800)","[10,10)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,370.00,390.00
1792769,平定县,贫煤,贫煤,原煤,动力煤,"[18,20)","[10,13)","[1,1)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,360.00,380.00
1792771,潞城市,贫煤,贫煤,原煤,动力煤,"[17,17)","[14,14)","[2,2)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,360.00,375.00
1792772,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[23,23)","[16.92,16.92)","[0.3,0.3)","[5300,5800)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,365.00,385.00
1792773,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[17,17)","[11,14)","[2,2)","[5800,5800)","[38,38)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,350.00,370.00
1792774,屯留县,贫瘦煤,贫瘦煤,原煤,动力煤,"[14,18)","[14,17)","[0.35,0.35)","[5500,6000)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,365.00,385.00
1792775,长治郊区,瘦煤,瘦煤,原煤,炼焦煤,"[22,22)","[16,16)","[0.3,0.3)","[5500,5500)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,360.00,390.00
1792776,襄垣县,瘦煤,瘦煤,原煤,炼焦煤,"[18,20)","[13,18)","[0.6,0.6)","[5800,5800)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,365.00,390.00
1792777,沁源县,焦煤,焦煤,原煤,炼焦煤,"[21,23)","[17,19)","[0.5,0.5)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,415.00,435.00
1792778,沁源县,瘦煤,瘦煤,原煤,炼焦煤,"[15,15)","[16,16)","[0.49,0.49)","[6500,7000)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,360.00,370.00
1792795,昭通市,电煤,一般烟煤,原煤,动力煤,"[21,21)","[28,28)","[1.8,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,485.00,495.00
1792799,重庆市,电煤,一般烟煤,原煤,动力煤,"[30,30)","[30,30)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,345.00,360.00
1792842,东胜区,原煤,一般烟煤,原煤,动力煤,"[20,20)","[33,36)","[0.5,0.8)","[5200,5200)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,185.00,200.00
1793438,鹤岗市,气煤,气煤,原煤,炼焦煤,"[18,28)","[37.6,37.6)","[0.6,0.6)",,"[51,51)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,530.00,545.00
1793638,华亭县,长焰煤,长焰煤,原煤,动力煤,"[13,19)","[29,36)","[0.4,0.6)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/12,370.00,390.00
1794199,贵阳市,无烟煤,无烟煤,原煤,化工用煤,"[30,30)","[8,10)","[3,3)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,460.00,480.00
1794231,华亭县,长焰煤,长焰煤,原煤,动力煤,"[13,19)","[29,36)","[0.4,0.6)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,370.00,390.00
1794241,贵阳市,无烟煤,无烟煤,原煤,化工用煤,"[30,30)","[8,10)","[3,3)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,460.00,480.00
1794448,黄陵县,动力煤,一般烟煤,原煤,动力煤,"[26,32)","[32,32)","[0.5,0.5)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,315.00,320.00
1795063,昭通市,电煤,一般烟煤,原煤,动力煤,"[21,21)","[28,28)","[1.8,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,485.00,495.00
1796008,大同市,弱粘煤,弱黏煤,原煤,动力煤,"[10,16)","[28,32)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,365.00,410.00
1796009,大同南郊,弱粘煤,弱黏煤,原煤,动力煤,"[10,16)","[28,32)","[0.8,0.8)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,330.00,340.00
1796010,大同矿区,弱粘煤,弱黏煤,原煤,动力煤,"[15,15)","[34,34)","[0.6,0.6)","[5800,5800)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,345.00,390.00
1796011,左云县,弱粘煤,弱黏煤,原煤,动力煤,"[12,13)","[36,37)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,365.00,400.00
1796012,新荣区,弱粘煤,弱黏煤,原煤,动力煤,"[17,18)","[28,32)","[0.8,1)","[5700,5700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,345.00,390.00
1796013,浑源县,长焰煤,一般烟煤,原煤,动力煤,"[19,19)","[30,45)","[0.8,0.8)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,340.00,365.00
1796014,朔州市,气煤,气煤,原煤,炼焦煤,"[21,27)","[30,38)","[0.8,1)","[4800,5300)","[32,32)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,215.00,230.00
1796016,怀仁县,气煤,气煤,原煤,炼焦煤,"[28,28)","[32,34)","[1,1)","[4800,5300)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,200.00,220.00
1796017,平鲁区,气煤,气煤,原煤,炼焦煤,"[21,27)","[35,37)","[0.8,1)","[4800,5300)","[21,21)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,220.00,235.00
1796018,右玉县,气煤,气煤,原煤,炼焦煤,"[18,20)","[36,38)","[1.1,1.5)","[5500,6000)","[21,21)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,270.00,285.00
1796019,山阴县,气煤,气煤,原煤,炼焦煤,"[16,18)","[36,38)","[1.2,1.3)","[5800,6300)","[25,25)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,345.00,365.00
1796020,河曲县,长焰煤,一般烟煤,原煤,动力煤,"[20,25)","[37,39)","[1.2,1.8)","[6100,6100)","[15,15)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,260.00,290.00
1796021,保德县,气煤,气煤,原煤,炼焦煤,"[20,25)","[31,35)","[1,1.2)","[6100,6100)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,295.00,325.00
1796022,宁武县,气煤,气煤,原煤,炼焦煤,"[16,24)","[32,36)","[1.8,1.8)","[5300,5300)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,235.00,255.00
1796023,宁武县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,18)","[30,36)","[1,1.5)",,"[65,70)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,410.00,430.00
1796024,静乐县,气煤,气煤,原煤,炼焦煤,"[18,23)","[32,38)","[1.5,1.5)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,250.00,270.00
1796025,古交市,8号焦煤,焦煤,原煤,炼焦煤,"[25,25)","[16,22)","[1.3,1.3)",,"[60,65)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,465.00,480.00
1796026,古交市,2号焦煤,焦煤,原煤,炼焦煤,"[20,23)","[20,26)","[0.9,0.9)",,"[65,70)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,525.00,540.00
1796027,灵石县,2号肥煤,肥煤,原煤,炼焦煤,"[15,17)","[30,36)","[0.6,0.6)",,"[90,95)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,425.00,450.00
1796029,平遥县,焦煤,焦煤,原煤,炼焦煤,"[21,21)","[22,22)","[2.1,2.1)",,"[70,70)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,365.00,380.00
1796030,和顺县,贫煤,贫煤,原煤,动力煤,"[18,18)","[13,13)","[1.8,1.8)","[5800,5800)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,290.00,310.00
1796031,介休市,瘦煤,瘦煤,原煤,炼焦煤,"[27,27)","[18,18)","[2.2,2.2)","[5300,5300)","[5,15)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/26,320.00,330.00
1796189,大同南郊,弱粘煤,弱黏煤,原煤,动力煤,"[10,16)","[28,32)","[0.8,0.8)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,340.00,365.00
1796190,大同矿区,弱粘煤,弱黏煤,原煤,动力煤,"[15,15)","[34,34)","[0.6,0.6)","[5800,5800)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,345.00,390.00
1796191,左云县,弱粘煤,弱黏煤,原煤,动力煤,"[12,13)","[36,37)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,365.00,400.00
1796192,新荣区,弱粘煤,弱黏煤,原煤,动力煤,"[17,18)","[28,32)","[0.8,1)","[5700,5700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,345.00,390.00
1796193,浑源县,长焰煤,一般烟煤,原煤,动力煤,"[19,19)","[30,45)","[0.8,0.8)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,340.00,365.00
1796194,朔州市,气煤,气煤,原煤,炼焦煤,"[21,27)","[30,38)","[0.8,1)","[4800,5300)","[32,32)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,215.00,230.00
1796196,怀仁县,气煤,气煤,原煤,炼焦煤,"[28,28)","[32,34)","[1,1)","[4800,5300)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/1/19,200.00,220.00
1796204,山阴县,气煤,气煤,原煤,炼焦煤,"[16,18)","[36,38)","[1.2,1.3)","[5800,6300)","[25,25)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,345.00,365.00
1796205,河曲县,长焰煤,一般烟煤,原煤,动力煤,"[20,25)","[37,39)","[1.2,1.8)","[6100,6100)","[15,15)",,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,260.00,290.00
1796206,保德县,气煤,气煤,原煤,炼焦煤,"[20,25)","[31,35)","[1,1.2)","[6100,6100)",,,,,,,元/吨,周度,中国煤炭市场网,2015/2/2,295.00,325.00
